5380 0
5405 0.00142032
5430 0.01004
5455 0.0264063
5480 0.050535
5505 0.0821655
5530 0.120779
5555 0.165388
5580 0.213045
5605 0.260109
5630 0.302834
5655 0.338539
5680 0.367394
5705 0.390287
5730 0.408238
5755 0.422142
5780 0.432849
5805 0.440886
5830 0.447204
5855 0.452239
5880 0.456489
5905 0.460131
5930 0.463615
5955 0.467123
5980 0.470421
6005 0.473288
6030 0.475359
6055 0.476482
6080 0.477054
6105 0.477388
6130 0.478072
6155 0.479624
6180 0.481762
6205 0.484209
6230 0.486783
6255 0.489256
6280 0.491548
6305 0.493511
6330 0.494933
6355 0.495611
6380 0.495823
6405 0.495795
6430 0.495805
6455 0.495949
6480 0.496145
6505 0.495832
6530 0.494683
6555 0.492392
6580 0.489834
6605 0.48644
6630 0.47465
6655 0.447226
6680 0.40584
6705 0.354362
6730 0.296153
6755 0.234394
6780 0.173134
6805 0.116302
6830 0.069725
6855 0.0389451
6880 0.0218891
6905 0.0137842
6930 0.010173
6955 0.00772813
6980 0.0055755
7005 0.00388024
7030 0.00277269
7055 0.00203889
7080 0.00157216
7105 0.00127751
7130 0.0009629
7155 0.00073536
7180 0.00044245
7205 0.00017948
7230 0
