3630 0
3655 0.00032765
3680 0.00086203
3705 0.00147444
3730 0.0020289
3755 0.00265785
3780 0.00377465
3805 0.00601344
3830 0.0112833
3855 0.0211392
3880 0.03544
3905 0.0533271
3930 0.0740864
3955 0.0968506
3980 0.120432
4005 0.143607
4030 0.164895
4055 0.183384
4080 0.199093
4105 0.212506
4130 0.224006
4155 0.233997
4180 0.242811
4205 0.250483
4230 0.257447
4255 0.263926
4280 0.269988
4305 0.275807
4330 0.281393
4355 0.286927
4380 0.292139
4405 0.29706
4430 0.301559
4455 0.305436
4480 0.309005
4505 0.312517
4530 0.316139
4555 0.320243
4580 0.324376
4605 0.328491
4630 0.332287
4655 0.335384
4680 0.337904
4705 0.339926
4730 0.341704
4755 0.343405
4780 0.345112
4805 0.346822
4830 0.348709
4855 0.350647
4880 0.352763
4905 0.355017
4930 0.357282
4955 0.359471
4980 0.361577
5005 0.363604
5030 0.365419
5055 0.366975
5080 0.367966
5105 0.368344
5130 0.367844
5155 0.366247
5180 0.364687
5205 0.362243
5230 0.351462
5255 0.325002
5280 0.285539
5305 0.23785
5330 0.186954
5355 0.137346
5380 0.0925037
5405 0.0556588
5430 0.0299424
5455 0.0168929
5480 0.0113882
5505 0.00774474
5530 0.00507699
5555 0.00329707
5580 0.00213936
5605 0.00151589
5630 0.0012488
5655 0.00107076
5680 0.0008926
5705 0.00080361
5730 0.00062531
5755 0.0004469
5780 0.00026835
5805 8.952e-05
5830 0
