6100.0000000000 0.0000103777
6102.5000000000 0.0000106508
6105.0000000000 0.0000109767
6107.5000000000 0.0000113652
6110.0000000000 0.0000118277
6112.5000000000 0.0000123728
6115.0000000000 0.0000130203
6117.5000000000 0.0000137882
6120.0000000000 0.0000146974
6122.5000000000 0.0000157767
6125.0000000000 0.0000170508
6127.5000000000 0.0000185525
6130.0000000000 0.0000203199
6132.5000000000 0.0000223950
6135.0000000000 0.0000248301
6137.5000000000 0.0000276835
6140.0000000000 0.0000310221
6142.5000000000 0.0000349264
6145.0000000000 0.0000394815
6147.5000000000 0.0000447882
6150.0000000000 0.0000509612
6152.5000000000 0.0000581266
6155.0000000000 0.0000664369
6157.5000000000 0.0000760608
6160.0000000000 0.0000871898
6162.5000000000 0.0001000287
6165.0000000000 0.0001148301
6167.5000000000 0.0001318691
6170.0000000000 0.0001514550
6172.5000000000 0.0001739044
6175.0000000000 0.0001996291
6177.5000000000 0.0002290637
6180.0000000000 0.0002626937
6182.5000000000 0.0003011785
6185.0000000000 0.0003450374
6187.5000000000 0.0003949476
6190.0000000000 0.0004516608
6192.5000000000 0.0005160101
6195.0000000000 0.0005889162
6197.5000000000 0.0006713959
6200.0000000000 0.0007645695
6202.5000000000 0.0008695630
6205.0000000000 0.0009878064
6207.5000000000 0.0011207765
6210.0000000000 0.0012700882
6212.5000000000 0.0014378358
6215.0000000000 0.0016256935
6217.5000000000 0.0018357638
6220.0000000000 0.0020703286
6222.5000000000 0.0023306813
6225.0000000000 0.0026203802
6227.5000000000 0.0029422600
6230.0000000000 0.0032993707
6232.5000000000 0.0036948519
6235.0000000000 0.0041323157
6237.5000000000 0.0046155086
6240.0000000000 0.0051484276
6242.5000000000 0.0057373210
6245.0000000000 0.0063851639
6247.5000000000 0.0070968119
6250.0000000000 0.0078774027
6252.5000000000 0.0087319187
6255.0000000000 0.0096664179
6257.5000000000 0.0106868879
6260.0000000000 0.0117996033
6262.5000000000 0.0130124091
6265.0000000000 0.0143311176
6267.5000000000 0.0157628733
6270.0000000000 0.0173150878
6272.5000000000 0.0189919781
6275.0000000000 0.0208042449
6277.5000000000 0.0227599435
6280.0000000000 0.0248673296
6282.5000000000 0.0271386291
6285.0000000000 0.0295793157
6287.5000000000 0.0321981754
6290.0000000000 0.0350040934
6292.5000000000 0.0379978447
6295.0000000000 0.0411952130
6297.5000000000 0.0446050347
6300.0000000000 0.0482360890
6302.5000000000 0.0521094615
6305.0000000000 0.0562232269
6307.5000000000 0.0605858969
6310.0000000000 0.0652057462
6312.5000000000 0.0700994624
6315.0000000000 0.0752672630
6317.5000000000 0.0807164995
6320.0000000000 0.0864540765
6322.5000000000 0.0924540424
6325.0000000000 0.0987501937
6327.5000000000 0.1053474490
6330.0000000000 0.1122500550
6332.5000000000 0.1194721260
6335.0000000000 0.1270071620
6337.5000000000 0.1348571820
6340.0000000000 0.1430233480
6342.5000000000 0.1514872850
6345.0000000000 0.1602647900
6347.5000000000 0.1693541000
6350.0000000000 0.1787524550
6352.5000000000 0.1885195390
6355.0000000000 0.1985938050
6357.5000000000 0.2089696840
6360.0000000000 0.2196405440
6362.5000000000 0.2305491990
6365.0000000000 0.2417315930
6367.5000000000 0.2531777550
6370.0000000000 0.2648766870
6372.5000000000 0.2768674240
6375.0000000000 0.2890904560
6377.5000000000 0.3015320190
6380.0000000000 0.3141774570
6382.5000000000 0.3268772080
6385.0000000000 0.3397384770
6387.5000000000 0.3527440730
6390.0000000000 0.3658761740
6392.5000000000 0.3791764310
6395.0000000000 0.3925701830
6397.5000000000 0.4060381970
6400.0000000000 0.4195609090
6402.5000000000 0.4331415210
6405.0000000000 0.4467384840
6407.5000000000 0.4603317470
6410.0000000000 0.4739012700
6412.5000000000 0.4875177900
6415.0000000000 0.5010758540
6417.5000000000 0.5145559280
6420.0000000000 0.5279388190
6422.5000000000 0.5411559640
6425.0000000000 0.5542365010
6427.5000000000 0.5671627850
6430.0000000000 0.5799178220
6432.5000000000 0.5924042040
6435.0000000000 0.6046842260
6437.5000000000 0.6167433270
6440.0000000000 0.6285678390
6442.5000000000 0.6400749460
6445.0000000000 0.6513205150
6447.5000000000 0.6622938880
6450.0000000000 0.6729854390
6452.5000000000 0.6835119670
6455.0000000000 0.6937442990
6457.5000000000 0.7036758190
6460.0000000000 0.7133009720
6462.5000000000 0.7228425390
6465.0000000000 0.7320753570
6467.5000000000 0.7409966800
6470.0000000000 0.7496047540
6472.5000000000 0.7575937860
6475.0000000000 0.7652628000
6477.5000000000 0.7726132310
6480.0000000000 0.7796473660
6482.5000000000 0.7862386490
6485.0000000000 0.7925185000
6487.5000000000 0.7984916460
6490.0000000000 0.8041634670
6492.5000000000 0.8098421470
6495.0000000000 0.8152358770
6497.5000000000 0.8203513720
6500.0000000000 0.8251957930
6502.5000000000 0.8297092400
6505.0000000000 0.8339664060
6507.5000000000 0.8379755400
6510.0000000000 0.8417451270
6512.5000000000 0.8452264730
6515.0000000000 0.8484853240
6517.5000000000 0.8515306230
6520.0000000000 0.8543713600
6522.5000000000 0.8570680610
6525.0000000000 0.8595784350
6527.5000000000 0.8619113410
6530.0000000000 0.8640755340
6532.5000000000 0.8659727180
6535.0000000000 0.8677178670
6537.5000000000 0.8693193190
6540.0000000000 0.8707852040
6542.5000000000 0.8720617400
6545.0000000000 0.8732181050
6547.5000000000 0.8742617240
6550.0000000000 0.8751997500
6552.5000000000 0.8762046770
6555.0000000000 0.8771177620
6557.5000000000 0.8779452570
6560.0000000000 0.8786931270
6562.5000000000 0.8792397640
